Filename,Baseline,TopMargin,LetterSize,LineSpacing,WordSpacing,PenPressure,SlantAngle,EmotionalStability,WillPower,Modesty,PersonalHarmony,Discipline,Concentration,Communicativeness,SocialIsolation,Slant
j06-008.png,0,0,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
g06-050e.png,2,1,1,0,2,0,6,0,1,1,0,1,0,0,1,3.0
d06-096.png,2,1,1,2,2,1,3,1,1,1,1,0,0,0,0,1.0
k04-033.png,2,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
d07-089.png,2,1,2,2,1,2,5,1,1,0,0,0,0,0,0,2.0
a03-030.png,0,1,1,0,0,2,0,0,1,1,0,0,0,1,1,0.0
g06-011l.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
b01-062.png,1,1,0,2,1,2,2,1,1,0,0,0,0,0,0,1.0
c02-078.png,0,1,1,0,1,1,3,0,1,1,0,0,0,0,1,1.0
p03-103.png,2,1,2,2,1,1,6,0,1,0,0,1,0,0,0,3.0
a01-096u.png,1,1,1,0,0,2,6,0,1,1,0,1,0,1,1,3.0
d06-104.png,0,1,0,2,1,2,3,0,1,0,0,0,0,0,0,1.0
a01-077u.png,2,1,1,0,0,2,6,0,1,1,0,1,0,1,1,3.0
g04-098.png,2,1,2,2,2,2,5,1,1,0,1,0,0,0,0,2.0
g06-026g.png,0,1,2,2,1,2,3,0,1,0,0,0,0,0,0,1.0
b01-057.png,2,1,0,1,1,0,2,1,1,0,0,0,1,0,0,1.0
c03-000d.png,2,1,2,0,2,2,5,1,1,0,0,0,0,0,1,2.0
m01-090.png,2,1,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
e04-083.png,1,1,1,0,0,1,3,1,1,1,0,0,0,1,1,1.0
c06-014.png,2,1,0,1,1,1,5,1,0,0,0,0,1,0,0,2.0
g06-018i.png,2,1,1,0,0,2,6,0,1,1,0,1,0,1,1,3.0
l04-174.png,0,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
f04-004.png,2,1,2,2,1,0,2,1,1,0,0,0,0,0,0,1.0
j04-019.png,0,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
e02-000.png,2,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
g06-042o.png,0,1,2,2,1,1,4,0,1,0,0,0,0,0,0,1.0
p02-017.png,1,1,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
g06-018g.png,2,1,2,0,2,2,5,1,1,0,0,0,0,0,1,2.0
h04-057.png,2,1,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
m01-060.png,2,1,2,0,1,1,5,1,1,0,0,0,0,0,1,2.0
f07-088b.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
a02-037.png,2,1,2,0,1,2,3,1,1,0,0,0,0,0,1,1.0
n03-106.png,0,1,1,0,0,1,5,0,1,1,0,0,0,1,1,2.0
g06-031n.png,2,1,2,2,1,1,4,0,1,0,0,0,0,0,0,1.0
d06-086.png,2,1,0,2,1,2,4,0,1,0,0,0,0,0,0,1.0
f07-013.png,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0.0
k04-142.png,0,1,2,0,2,2,5,0,1,0,0,0,0,0,1,2.0
b01-118.png,2,1,2,2,2,2,4,0,1,0,1,0,0,0,0,1.0
e04-000.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
g06-026k.png,2,1,1,0,2,2,1,1,1,1,0,0,0,0,1,0.0
n06-082.png,2,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
c03-000c.png,0,1,2,0,0,1,5,0,1,0,0,0,0,0,1,2.0
b04-047.png,0,1,2,2,1,0,6,0,1,0,0,1,0,0,0,3.0
a04-096.png,2,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
g06-042m.png,2,1,1,0,2,2,3,1,1,1,0,0,0,0,1,1.0
a02-042.png,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,1.0
g01-037.png,2,1,1,0,0,0,3,1,1,1,0,0,0,1,1,1.0
d04-089.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
a01-030u.png,2,1,1,0,2,2,6,0,1,1,0,1,0,0,1,3.0
e04-026.png,1,1,2,2,2,2,2,1,1,0,1,0,0,0,0,1.0
g06-045a.png,0,1,1,0,2,1,3,0,1,1,0,0,0,0,1,1.0
a02-078.png,0,1,1,0,0,1,5,0,1,1,0,0,0,1,1,2.0
d06-091.png,2,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
g06-031e.png,2,1,2,0,1,0,5,1,1,0,0,0,0,0,1,2.0
g06-047p.png,2,1,2,0,1,1,5,1,1,0,0,0,0,0,1,2.0
g01-070.png,0,1,1,0,2,2,5,0,1,1,0,0,0,0,1,2.0
n04-100.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
g06-050f.png,0,0,1,0,2,1,1,0,1,1,0,0,0,0,1,0.0
n06-133.png,2,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
b06-032.png,2,1,2,0,2,1,4,0,1,0,0,0,0,0,1,1.0
a01-014.png,0,1,2,2,2,1,5,0,1,0,1,0,0,0,0,2.0
b06-004.png,2,0,2,0,2,1,5,1,1,1,0,0,0,0,1,2.0
g06-042h.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
g06-011g.png,2,1,1,0,1,2,2,1,1,1,0,0,0,0,1,1.0
p03-029.png,2,0,2,2,0,1,6,0,1,1,0,0,0,0,1,3.0
n02-045.png,2,1,2,2,1,1,3,1,1,0,0,0,0,0,0,1.0
d01-085.png,2,0,0,2,1,2,1,1,1,1,0,0,0,0,0,0.0
f04-049.png,0,1,1,0,1,2,6,0,1,1,0,1,0,0,1,3.0
f02-036.png,2,1,1,0,0,1,2,1,1,1,0,0,0,1,1,1.0
a01-020.png,2,1,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
c03-003e.png,2,1,2,0,1,1,5,1,1,0,0,0,0,0,1,2.0
l04-093.png,2,0,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
m04-200.png,2,0,2,2,2,2,2,1,1,1,1,0,0,0,0,1.0
a01-102u.png,1,1,1,0,2,2,6,0,1,1,0,1,0,0,1,3.0
g06-018r.png,2,1,1,0,1,2,1,1,1,1,0,0,0,0,1,0.0
c04-017.png,0,1,1,0,2,1,1,0,1,1,0,0,0,0,1,0.0
g01-067.png,2,1,2,2,2,2,2,1,1,0,1,0,0,0,0,1.0
c03-094c.png,0,1,2,0,2,1,6,0,1,0,0,1,0,0,1,3.0
k04-156.png,0,0,2,0,2,1,6,0,1,1,0,0,0,0,1,3.0
d03-112.png,2,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
m02-072.png,2,1,0,0,1,2,3,1,1,0,0,0,0,0,1,1.0
r03-002.png,0,0,1,0,0,1,6,0,1,1,0,0,0,1,1,3.0
c02-059.png,0,1,1,0,0,1,5,0,1,1,0,0,0,1,1,2.0
g06-018e.png,0,1,2,0,2,0,6,0,1,0,0,1,0,0,1,3.0
k02-062.png,0,1,0,1,1,2,2,0,1,0,0,0,1,0,0,1.0
n01-057.png,2,1,2,0,2,1,4,0,1,0,0,0,0,0,1,1.0
e04-052.png,0,1,2,2,1,2,3,0,1,0,0,0,0,0,0,1.0
j04-111.png,2,0,1,0,2,2,6,0,1,1,0,0,0,0,1,3.0
g06-045e.png,0,1,1,2,1,0,6,0,1,1,0,1,0,0,0,3.0
b06-079.png,0,1,1,0,2,1,4,0,1,1,0,0,0,0,1,1.0
a05-053.png,2,0,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
d06-027.png,0,1,1,0,2,1,4,0,1,1,0,0,0,0,1,1.0
a01-053.png,2,1,0,1,1,0,4,0,1,0,0,0,1,0,0,1.0
a02-102.png,0,0,1,0,0,1,2,0,1,1,0,0,0,1,1,1.0
d04-101.png,2,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0.0
a03-037.png,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0.0
g06-037p.png,0,1,1,0,1,1,5,0,1,1,0,0,0,0,1,2.0
c06-005.png,2,1,2,2,0,1,2,1,1,0,0,0,0,0,1,1.0
h04-025.png,2,1,2,2,1,1,6,0,1,0,0,1,0,0,0,3.0
d04-081.png,2,1,1,0,2,2,6,0,1,1,0,1,0,0,1,3.0
l01-119.png,0,1,2,0,1,1,2,0,1,0,0,0,0,0,1,1.0
p02-139.png,0,0,1,0,0,1,5,0,1,1,0,0,0,1,1,2.0
c03-021f.png,2,1,1,0,1,1,6,0,1,1,0,1,0,0,1,3.0
e06-046.png,0,1,1,0,2,2,2,0,1,1,0,0,0,0,1,1.0
h01-030.png,1,1,0,2,2,0,6,0,1,0,1,1,0,0,0,3.0
c03-081b.png,2,1,1,0,2,2,4,0,1,1,0,0,0,0,1,1.0
f07-081b.png,2,1,1,0,1,1,5,1,1,1,0,0,0,0,1,2.0
f04-007.png,1,0,1,0,2,2,2,1,1,1,0,0,0,0,1,1.0
e06-006.png,0,1,2,0,2,1,1,0,1,0,0,0,0,0,1,0.0
a04-085.png,0,1,1,0,2,2,6,0,1,1,0,1,0,0,1,3.0
b01-079.png,2,1,1,0,2,2,5,1,1,1,0,0,0,0,1,2.0
f07-009.png,0,1,2,2,1,2,3,0,1,0,0,0,0,0,0,1.0
c03-096f.png,2,1,2,0,0,1,6,0,1,0,0,1,0,0,1,3.0
b02-105.png,2,1,1,0,0,1,4,0,1,1,0,0,0,1,1,1.0
g01-008.png,2,1,2,2,2,0,5,1,1,0,1,0,0,0,0,2.0
c04-134.png,0,0,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
j06-000.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
e06-003.png,0,1,0,1,1,1,4,0,0,0,0,0,1,0,0,1.0
g06-018l.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
a02-124.png,2,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
g06-045n.png,2,1,2,0,2,1,4,0,1,0,0,0,0,0,1,1.0
a01-117u.png,2,1,1,0,0,2,6,0,1,1,0,1,0,1,1,3.0
a04-006.png,0,1,2,2,1,2,1,0,1,0,0,0,0,0,0,0.0
p02-027.png,0,1,1,2,1,1,6,0,1,1,0,1,0,0,0,3.0
c06-000.png,1,1,2,0,0,1,4,0,1,0,0,0,0,0,1,1.0
r06-066.png,2,1,2,2,2,1,2,1,1,0,1,0,0,0,0,1.0
n01-045.png,2,1,2,2,2,2,3,1,1,0,1,0,0,0,0,1.0
a06-119.png,0,1,2,2,1,1,5,0,1,0,0,0,0,0,0,2.0
n02-146.png,2,1,1,0,1,1,6,0,1,1,0,1,0,0,1,3.0
g06-037f.png,2,1,1,0,2,1,0,0,1,1,0,0,0,0,1,0.0
a04-010.png,0,1,0,2,1,2,1,0,1,0,0,0,0,0,0,0.0
c02-030.png,0,1,1,0,2,2,3,0,1,1,0,0,0,0,1,1.0
m04-019.png,2,1,1,0,2,2,2,1,1,1,0,0,0,0,1,1.0
n02-028.png,1,1,1,2,2,1,6,0,1,1,1,1,0,0,0,3.0
f07-024b.png,2,1,1,0,1,1,5,1,1,1,0,0,0,0,1,2.0
c06-106.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
f04-068.png,2,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
b03-114.png,0,1,1,0,0,1,2,0,1,1,0,0,0,1,1,1.0
d04-053.png,2,1,1,0,2,2,6,0,1,1,0,1,0,0,1,3.0
l04-020.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
f07-092a.png,1,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
l04-130.png,1,0,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
g03-043.png,0,1,0,1,1,2,4,0,1,0,0,0,1,0,0,1.0
h06-000.png,2,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
g06-037c.png,0,1,1,0,0,2,6,0,1,1,0,1,0,1,1,3.0
h06-079.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
r02-038.png,0,0,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
h07-060b.png,2,1,2,2,2,1,2,1,1,0,1,0,0,0,0,1.0
c06-100.png,2,1,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
c04-080.png,0,1,2,2,2,1,6,0,1,0,1,1,0,0,0,3.0
a06-141.png,0,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
r06-115.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
h04-052.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
f04-064.png,2,1,2,2,2,2,2,1,1,0,1,0,0,0,0,1.0
p03-151.png,2,1,2,0,2,2,2,1,1,0,0,0,0,0,1,1.0
j04-115.png,0,1,2,2,2,2,6,0,1,0,1,1,0,0,0,3.0
n04-202.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
m02-102.png,2,0,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
a04-027.png,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,1.0
f04-020.png,2,1,1,0,1,1,6,0,1,1,0,1,0,0,1,3.0
g04-003.png,0,1,1,0,0,1,3,0,1,1,0,0,0,1,1,1.0
m02-069.png,0,0,2,0,1,1,4,0,1,1,0,0,0,0,1,1.0
g07-074a.png,2,1,2,2,2,1,5,1,1,0,1,0,0,0,0,2.0
m01-115.png,1,0,2,0,2,2,5,1,1,1,0,0,0,0,1,2.0
f04-096.png,0,1,2,2,2,1,6,0,1,0,1,1,0,0,0,3.0
l01-016.png,2,1,1,0,2,2,6,0,1,1,0,1,0,0,1,3.0
a01-128u.png,1,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
m04-100.png,2,1,1,0,2,2,3,1,1,1,0,0,0,0,1,1.0
g03-016.png,2,1,0,1,1,0,3,1,1,0,0,0,1,0,0,1.0
c03-087a.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
m04-152.png,2,1,1,0,0,1,2,1,1,1,0,0,0,1,1,1.0
e04-086.png,2,0,1,0,0,2,5,1,1,1,0,0,0,1,1,2.0
g06-018h.png,0,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
p02-131.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
e02-025.png,0,1,1,0,2,1,1,0,1,1,0,0,0,0,1,0.0
g06-050i.png,2,1,1,0,2,2,5,1,1,1,0,0,0,0,1,2.0
a03-009.png,2,1,2,0,1,2,4,0,1,0,0,0,0,0,1,1.0
g06-011m.png,2,1,1,0,2,2,5,1,1,1,0,0,0,0,1,2.0
h06-082.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
n04-060.png,0,1,0,2,1,2,3,0,1,0,0,0,0,0,0,1.0
h04-028.png,0,0,2,2,0,0,5,0,1,1,0,0,0,0,1,2.0
a01-122u.png,2,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
g06-042k.png,2,1,1,0,0,2,5,1,1,1,0,0,0,1,1,2.0
k04-028.png,2,0,1,0,0,1,2,1,1,1,0,0,0,1,1,1.0
p06-104.png,2,1,2,2,2,2,3,1,1,0,1,0,0,0,0,1.0
m06-031.png,2,1,1,0,2,2,1,1,1,1,0,0,0,0,1,0.0
a03-040.png,1,1,2,2,1,2,5,1,1,0,0,0,0,0,0,2.0
d01-056.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
c06-087.png,2,1,2,0,1,1,5,1,1,0,0,0,0,0,1,2.0
g04-032.png,0,1,1,0,1,1,6,0,1,1,0,1,0,0,1,3.0
r03-050.png,2,1,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
l01-173.png,0,1,2,2,1,1,5,0,1,0,0,0,0,0,0,2.0
g06-026f.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
g04-060.png,0,1,1,0,2,1,1,0,1,1,0,0,0,0,1,0.0
d04-125.png,2,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0.0
a01-003u.png,2,1,1,0,2,2,6,0,1,1,0,1,0,0,1,3.0
j06-018.png,0,1,1,0,0,1,2,0,1,1,0,0,0,1,1,1.0
